student_id,activity_id,event_ts,event_type,progress_percent
STU-00005,ACT-000012,2025-01-07 03:01:00,video_progress,21.0
STU-00005,ACT-000012,2025-01-07 03:07:00,video_progress,31.0
STU-00005,ACT-000013,2025-01-14 02:57:00,video_started,0.0
STU-00005,ACT-000013,2025-01-14 03:06:00,video_progress,13.0
STU-00005,ACT-000013,2025-01-14 03:08:00,video_progress,48.0
STU-00005,ACT-000013,2025-01-14 03:17:00,video_progress,57.0
STU-00005,ACT-000013,2025-01-14 03:28:00,video_progress,81.0
STU-00005,ACT-000013,2025-01-14 03:38:00,video_completed,90.0
STU-00005,ACT-000014,2025-01-14 04:39:00,video_started,0.0
STU-00005,ACT-000014,2025-01-14 04:49:00,video_progress,34.0
STU-00005,ACT-000014,2025-01-14 05:00:00,video_progress,65.0
STU-00005,ACT-000014,2025-01-14 05:01:00,video_progress,72.0
STU-00005,ACT-000014,2025-01-14 05:09:00,video_progress,16.0
STU-00005,ACT-000014,2025-01-14 05:20:00,video_progress,27.0
STU-00005,ACT-000014,2025-01-14 05:29:00,video_progress,45.0
STU-00005,ACT-000014,2025-01-14 05:34:00,video_completed,90.0
STU-00006,ACT-000015,2025-01-07 06:51:00,video_started,0.0
STU-00006,ACT-000015,2025-01-07 07:03:00,video_progress,7.0
STU-00006,ACT-000015,2025-01-07 07:09:00,video_progress,17.0
STU-00006,ACT-000015,2025-01-07 07:21:00,video_progress,37.0
STU-00006,ACT-000015,2025-01-07 07:27:00,video_progress,52.0
STU-00006,ACT-000015,2025-01-07 07:34:00,video_progress,67.0
STU-00006,ACT-000015,2025-01-07 07:40:00,video_completed,90.0
STU-00006,ACT-000016,2025-01-06 19:20:00,video_started,0.0
STU-00006,ACT-000016,2025-01-06 19:27:00,video_progress,13.0
STU-00006,ACT-000016,2025-01-06 19:37:00,video_progress,22.0
STU-00006,ACT-000016,2025-01-06 19:44:00,video_progress,0.0
STU-00006,ACT-000016,2025-01-06 19:47:00,video_completed,90.0
STU-00007,ACT-000020,2025-01-13 20:31:00,video_started,0.0
STU-00007,ACT-000020,2025-01-13 20:36:00,video_progress,33.0
STU-00007,ACT-000020,2025-01-13 20:44:00,video_progress,38.0
STU-00007,ACT-000020,2025-01-13 20:54:00,video_progress,0.0
STU-00007,ACT-000020,2025-01-13 21:05:00,video_progress,35.0
STU-00007,ACT-000020,2025-01-13 21:16:00,video_progress,58.0
STU-00007,ACT-000020,2025-01-13 21:24:00,video_progress,64.0
STU-00007,ACT-000020,2025-01-13 21:25:00,video_completed,90.0
STU-00008,ACT-000022,2025-01-06 22:46:00,video_started,0.0
STU-00008,ACT-000022,2025-01-06 22:48:00,video_progress,16.0
STU-00008,ACT-000022,2025-01-06 22:55:00,video_progress,0.0
STU-00008,ACT-000022,2025-01-06 23:04:00,video_progress,11.0
STU-00008,ACT-000022,2025-01-06 23:12:00,video_progress,25.0
STU-00008,ACT-000023,2025-01-14 03:43:00,video_started,0.0
STU-00008,ACT-000023,2025-01-14 03:44:00,video_progress,8.0
STU-00008,ACT-000023,2025-01-14 03:45:00,video_progress,38.0
STU-00008,ACT-000023,2025-01-14 03:46:00,video_progress,60.0
STU-00008,ACT-000023,2025-01-14 03:49:00,video_progress,89.0
STU-00008,ACT-000023,2025-01-14 04:01:00,video_progress,100.0
STU-00008,ACT-000023,2025-01-14 04:07:00,video_progress,100.0
STU-00008,ACT-000023,2025-01-14 04:15:00,video_completed,100.0
STU-00009,ACT-000024,2025-01-06 20:38:00,video_started,0.0
STU-00009,ACT-000024,2025-01-06 20:46:00,video_progress,34.0
STU-00009,ACT-000024,2025-01-06 20:58:00,video_progress,44.0
STU-00009,ACT-000024,2025-01-06 21:08:00,video_progress,68.0
STU-00009,ACT-000024,2025-01-06 21:13:00,video_progress,82.0
STU-00009,ACT-000024,2025-01-06 21:21:00,video_progress,100.0
STU-00009,ACT-000024,2025-01-06 21:22:00,video_progress,100.0
STU-00009,ACT-000024,2025-01-06 21:28:00,video_completed,100.0
STU-00009,ACT-000025,2025-01-13 19:26:00,video_started,0.0
STU-00009,ACT-000025,2025-01-13 19:38:00,video_progress,33.0
STU-00009,ACT-000025,2025-01-13 19:39:00,video_progress,60.0
STU-00009,ACT-000025,2025-01-13 19:49:00,video_progress,84.0
STU-00009,ACT-000025,2025-01-13 19:57:00,video_progress,100.0
STU-00009,ACT-000025,2025-01-13 20:00:00,video_progress,100.0
STU-00009,ACT-000025,2025-01-13 20:09:00,video_progress,100.0
STU-00009,ACT-000025,2025-01-13 20:19:00,video_completed,100.0
STU-00010,ACT-000027,2025-01-07 07:43:00,video_started,0.0
STU-00010,ACT-000027,2025-01-07 07:50:00,video_progress,0.0
STU-00010,ACT-000027,2025-01-07 08:02:00,video_progress,19.0
STU-00010,ACT-000027,2025-01-07 08:06:00,video_progress,28.0
STU-00012,ACT-000032,2025-01-06 20:33:00,video_started,0.0
STU-00012,ACT-000032,2025-01-06 20:41:00,video_progress,26.0
STU-00012,ACT-000032,2025-01-06 20:50:00,video_progress,43.0
STU-00012,ACT-000032,2025-01-06 20:56:00,video_progress,53.0
STU-00012,ACT-000033,2025-01-07 07:46:00,video_started,0.0
STU-00012,ACT-000033,2025-01-07 07:51:00,video_progress,11.0
STU-00012,ACT-000033,2025-01-07 08:03:00,video_progress,24.0
STU-00012,ACT-000033,2025-01-07 08:07:00,video_progress,36.0
STU-00012,ACT-000033,2025-01-07 08:19:00,video_progress,50.0
STU-00012,ACT-000034,2025-01-13 23:35:00,video_started,0.0
STU-00012,ACT-000034,2025-01-13 23:38:00,video_progress,23.0
STU-00012,ACT-000034,2025-01-13 23:43:00,video_progress,40.0
STU-00012,ACT-000034,2025-01-13 23:44:00,video_progress,57.0
STU-00012,ACT-000034,2025-01-13 23:49:00,video_progress,92.0
STU-00012,ACT-000034,2025-01-13 23:51:00,video_completed,92.0
STU-00012,ACT-000035,2025-01-14 01:41:00,video_started,0.0
STU-00012,ACT-000035,2025-01-14 01:43:00,video_progress,11.0
STU-00012,ACT-000035,2025-01-14 01:53:00,video_progress,33.0
STU-00012,ACT-000035,2025-01-14 02:05:00,video_progress,55.0
STU-00012,ACT-000035,2025-01-14 02:15:00,video_progress,64.0
STU-00012,ACT-000035,2025-01-14 02:16:00,video_completed,90.0
STU-00013,ACT-000036,2025-01-07 02:14:00,video_started,0.0
STU-00013,ACT-000036,2025-01-07 02:17:00,video_progress,0.0
STU-00013,ACT-000036,2025-01-07 02:18:00,video_progress,20.0
STU-00013,ACT-000036,2025-01-07 02:27:00,video_progress,49.0
STU-00013,ACT-000037,2025-01-14 04:59:00,video_started,0.0
STU-00013,ACT-000037,2025-01-14 05:08:00,video_progress,11.0
STU-00013,ACT-000037,2025-01-14 05:20:00,video_progress,25.0
STU-00013,ACT-000037,2025-01-14 05:32:00,video_progress,50.0
STU-00013,ACT-000037,2025-01-14 05:33:00,video_progress,25.0
STU-00013,ACT-000037,2025-01-14 05:36:00,video_progress,37.0
STU-00014,ACT-000040,2025-01-14 07:25:00,video_started,0.0
STU-00014,ACT-000040,2025-01-14 07:31:00,video_progress,28.0
STU-00014,ACT-000040,2025-01-14 07:36:00,video_progress,62.0
STU-00014,ACT-000040,2025-01-14 07:44:00,video_progress,68.0
STU-00014,ACT-000040,2025-01-14 07:55:00,video_progress,12.0
STU-00014,ACT-000040,2025-01-14 08:04:00,video_progress,46.0
STU-00015,ACT-000042,2025-01-07 02:29:00,video_started,0.0
STU-00015,ACT-000042,2025-01-07 02:41:00,video_progress,8.0
STU-00015,ACT-000042,2025-01-07 02:47:00,video_progress,36.0
STU-00015,ACT-000042,2025-01-07 02:52:00,video_progress,49.0
STU-00015,ACT-000042,2025-01-07 03:02:00,video_progress,54.0
STU-00015,ACT-000043,2025-01-14 03:54:00,video_started,0.0
STU-00015,ACT-000043,2025-01-14 03:55:00,video_progress,21.0
STU-00015,ACT-000043,2025-01-14 04:00:00,video_progress,38.0
STU-00015,ACT-000043,2025-01-14 04:07:00,video_progress,48.0
STU-00015,ACT-000043,2025-01-14 04:11:00,video_progress,68.0
STU-00015,ACT-000043,2025-01-14 04:19:00,video_progress,80.0
STU-00016,ACT-000045,2025-01-14 05:36:00,video_started,0.0
STU-00016,ACT-000045,2025-01-14 05:47:00,video_progress,16.0
STU-00016,ACT-000045,2025-01-14 05:49:00,video_progress,22.0
STU-00016,ACT-000046,2025-01-14 04:32:00,video_started,0.0
STU-00016,ACT-000046,2025-01-14 04:40:00,video_progress,25.0
STU-00016,ACT-000046,2025-01-14 04:43:00,video_progress,39.0
STU-00016,ACT-000046,2025-01-14 04:51:00,video_progress,51.0
STU-00016,ACT-000046,2025-01-14 05:03:00,video_progress,60.0
STU-00017,ACT-000047,2025-01-07 05:35:00,video_started,0.0
STU-00017,ACT-000047,2025-01-07 05:43:00,video_progress,30.0
STU-00017,ACT-000047,2025-01-07 05:52:00,video_progress,41.0
STU-00017,ACT-000047,2025-01-07 06:04:00,video_progress,67.0
STU-00017,ACT-000047,2025-01-07 06:10:00,video_progress,99.0
STU-00017,ACT-000047,2025-01-07 06:12:00,video_progress,100.0
STU-00017,ACT-000047,2025-01-07 06:22:00,video_completed,100.0
STU-00017,ACT-000048,2025-01-14 07:35:00,video_started,0.0
STU-00017,ACT-000048,2025-01-14 07:43:00,video_progress,22.0
STU-00017,ACT-000048,2025-01-14 07:44:00,video_progress,37.0
STU-00017,ACT-000048,2025-01-14 07:52:00,video_progress,56.0
STU-00017,ACT-000048,2025-01-14 07:55:00,video_progress,67.0
STU-00017,ACT-000048,2025-01-14 08:04:00,video_progress,87.0
STU-00017,ACT-000048,2025-01-14 08:11:00,video_progress,35.0
STU-00017,ACT-000049,2025-01-14 01:43:00,video_started,0.0
STU-00017,ACT-000049,2025-01-14 01:49:00,video_progress,17.0
STU-00017,ACT-000049,2025-01-14 02:01:00,video_progress,22.0
STU-00017,ACT-000049,2025-01-14 02:03:00,video_progress,45.0
STU-00017,ACT-000049,2025-01-14 02:12:00,video_progress,0.0
STU-00018,ACT-000051,2025-01-07 01:02:00,video_started,0.0
STU-00018,ACT-000051,2025-01-07 01:09:00,video_progress,29.0
STU-00018,ACT-000051,2025-01-07 01:17:00,video_progress,54.0
STU-00018,ACT-000051,2025-01-07 01:24:00,video_progress,79.0
STU-00018,ACT-000051,2025-01-07 01:31:00,video_progress,95.0
STU-00018,ACT-000051,2025-01-07 01:33:00,video_completed,95.0
STU-00018,ACT-000052,2025-01-14 04:55:00,video_started,0.0
STU-00018,ACT-000052,2025-01-14 05:00:00,video_progress,32.0
STU-00018,ACT-000052,2025-01-14 05:08:00,video_progress,42.0
STU-00018,ACT-000052,2025-01-14 05:19:00,video_progress,59.0
STU-00018,ACT-000052,2025-01-14 05:31:00,video_progress,87.0
STU-00018,ACT-000052,2025-01-14 05:40:00,video_progress,100.0
STU-00018,ACT-000052,2025-01-14 05:47:00,video_progress,79.0
STU-00018,ACT-000052,2025-01-14 05:56:00,video_completed,100.0
STU-00019,ACT-000053,2025-01-06 21:15:00,video_started,0.0
STU-00019,ACT-000053,2025-01-06 21:16:00,video_progress,13.0
STU-00019,ACT-000053,2025-01-06 21:20:00,video_progress,46.0
STU-00019,ACT-000053,2025-01-06 21:24:00,video_progress,54.0
STU-00019,ACT-000053,2025-01-06 21:26:00,video_progress,8.0
STU-00019,ACT-000053,2025-01-06 21:28:00,video_progress,42.0
STU-00019,ACT-000054,2025-01-14 04:45:00,video_started,0.0
STU-00019,ACT-000054,2025-01-14 04:54:00,video_progress,6.0
STU-00019,ACT-000054,2025-01-14 04:58:00,video_progress,18.0
STU-00020,ACT-000056,2025-01-06 22:14:00,video_started,0.0
STU-00020,ACT-000056,2025-01-06 22:23:00,video_progress,24.0
STU-00020,ACT-000056,2025-01-06 22:33:00,video_progress,55.0
STU-00020,ACT-000056,2025-01-06 22:45:00,video_progress,69.0
STU-00020,ACT-000056,2025-01-06 22:48:00,video_progress,95.0
STU-00020,ACT-000056,2025-01-06 22:59:00,video_progress,100.0
STU-00020,ACT-000056,2025-01-06 23:10:00,video_progress,100.0
STU-00020,ACT-000056,2025-01-06 23:17:00,video_completed,100.0
STU-00020,ACT-000057,2025-01-13 18:22:00,video_started,0.0
STU-00020,ACT-000057,2025-01-13 18:26:00,video_progress,15.0
STU-00020,ACT-000057,2025-01-13 18:31:00,video_progress,33.0
STU-00020,ACT-000057,2025-01-13 18:43:00,video_progress,50.0
STU-00020,ACT-000057,2025-01-13 18:46:00,video_progress,72.0
STU-00020,ACT-000057,2025-01-13 18:54:00,video_progress,100.0
STU-00020,ACT-000057,2025-01-13 18:55:00,video_completed,100.0
STU-00020,ACT-000058,2025-01-14 00:35:00,video_started,0.0
STU-00020,ACT-000058,2025-01-14 00:46:00,video_progress,12.0
STU-00020,ACT-000058,2025-01-14 00:56:00,video_progress,27.0
STU-00020,ACT-000058,2025-01-14 01:06:00,video_progress,61.0
STU-00020,ACT-000058,2025-01-14 01:07:00,video_progress,77.0
STU-00020,ACT-000058,2025-01-14 01:09:00,video_progress,45.0
STU-00020,ACT-000058,2025-01-14 01:13:00,video_progress,1.0
STU-00021,ACT-000059,2025-01-07 04:35:00,video_started,0.0
STU-00021,ACT-000059,2025-01-07 04:39:00,video_progress,32.0
STU-00021,ACT-000059,2025-01-07 04:43:00,video_progress,46.0
STU-00021,ACT-000059,2025-01-07 04:55:00,video_progress,51.0
STU-00021,ACT-000059,2025-01-07 05:03:00,video_completed,90.0
STU-00021,ACT-000061,2025-01-14 05:13:00,video_started,0.0
STU-00021,ACT-000061,2025-01-14 05:21:00,video_progress,22.0
STU-00021,ACT-000061,2025-01-14 05:29:00,video_progress,36.0
STU-00021,ACT-000061,2025-01-14 05:31:00,video_progress,58.0
STU-00021,ACT-000061,2025-01-14 05:43:00,video_progress,72.0
STU-00021,ACT-000061,2025-01-14 05:51:00,video_progress,93.0
STU-00021,ACT-000061,2025-01-14 05:57:00,video_completed,93.0
STU-00022,ACT-000063,2025-01-07 00:02:00,video_started,0.0
STU-00022,ACT-000063,2025-01-07 00:12:00,video_progress,28.0
STU-00022,ACT-000063,2025-01-07 00:16:00,video_progress,41.0
STU-00022,ACT-000063,2025-01-07 00:24:00,video_progress,64.0
STU-00022,ACT-000063,2025-01-07 00:33:00,video_progress,82.0
STU-00022,ACT-000063,2025-01-07 00:44:00,video_progress,93.0
STU-00022,ACT-000063,2025-01-07 00:55:00,video_progress,100.0
STU-00022,ACT-000063,2025-01-07 01:01:00,video_completed,100.0
STU-00022,ACT-000064,2025-01-07 07:31:00,video_started,0.0
STU-00022,ACT-000064,2025-01-07 07:32:00,video_progress,28.0
STU-00022,ACT-000064,2025-01-07 07:41:00,video_progress,38.0
STU-00022,ACT-000064,2025-01-07 07:42:00,video_progress,60.0
STU-00022,ACT-000064,2025-01-07 07:44:00,video_progress,94.0
STU-00022,ACT-000064,2025-01-07 07:55:00,video_progress,100.0
STU-00022,ACT-000064,2025-01-07 07:56:00,video_completed,100.0
STU-00022,ACT-000066,2025-01-14 07:40:00,video_started,0.0
STU-00022,ACT-000066,2025-01-14 07:50:00,video_progress,0.0
STU-00022,ACT-000066,2025-01-14 08:01:00,video_progress,0.0
STU-00022,ACT-000066,2025-01-14 08:12:00,video_progress,6.0
STU-00023,ACT-000068,2025-01-06 18:00:00,video_started,0.0
STU-00023,ACT-000068,2025-01-06 18:02:00,video_progress,5.0
STU-00023,ACT-000068,2025-01-06 18:11:00,video_progress,0.0
STU-00023,ACT-000068,2025-01-06 18:14:00,video_progress,14.0
STU-00023,ACT-000068,2025-01-06 18:18:00,video_progress,0.0
STU-00023,ACT-000068,2025-01-06 18:22:00,video_progress,34.0
STU-00023,ACT-000068,2025-01-06 18:32:00,video_progress,68.0
STU-00024,ACT-000070,2025-01-07 00:05:00,video_started,0.0
STU-00024,ACT-000070,2025-01-07 00:16:00,video_progress,19.0
STU-00024,ACT-000070,2025-01-07 00:27:00,video_progress,46.0
STU-00024,ACT-000070,2025-01-07 00:28:00,video_progress,72.0
STU-00024,ACT-000070,2025-01-07 00:30:00,video_progress,79.0
STU-00024,ACT-000071,2025-01-14 01:03:00,video_started,0.0
STU-00024,ACT-000071,2025-01-14 01:14:00,video_progress,7.0
STU-00024,ACT-000071,2025-01-14 01:20:00,video_progress,25.0
STU-00025,ACT-000073,2025-01-07 02:58:00,video_started,0.0
STU-00025,ACT-000073,2025-01-07 03:08:00,video_progress,33.0
STU-00025,ACT-000073,2025-01-07 03:16:00,video_progress,66.0
STU-00025,ACT-000073,2025-01-07 03:18:00,video_completed,90.0
STU-00025,ACT-000074,2025-01-06 22:57:00,video_started,0.0
STU-00025,ACT-000074,2025-01-06 22:59:00,video_progress,6.0
STU-00025,ACT-000074,2025-01-06 23:04:00,video_progress,38.0
STU-00025,ACT-000074,2025-01-06 23:07:00,video_progress,73.0
STU-00025,ACT-000074,2025-01-06 23:17:00,video_progress,82.0
STU-00025,ACT-000074,2025-01-06 23:21:00,video_progress,100.0
STU-00025,ACT-000074,2025-01-06 23:31:00,video_progress,100.0
STU-00025,ACT-000074,2025-01-06 23:38:00,video_completed,100.0
STU-00025,ACT-000075,2025-01-14 02:21:00,video_started,0.0
STU-00025,ACT-000075,2025-01-14 02:25:00,video_progress,9.0
STU-00025,ACT-000075,2025-01-14 02:27:00,video_progress,36.0
STU-00025,ACT-000075,2025-01-14 02:33:00,video_progress,57.0
STU-00025,ACT-000075,2025-01-14 02:43:00,video_progress,73.0
STU-00025,ACT-000075,2025-01-14 02:53:00,video_progress,26.0
STU-00026,ACT-000076,2025-01-07 06:20:00,video_started,0.0
STU-00026,ACT-000076,2025-01-07 06:24:00,video_progress,30.0
STU-00026,ACT-000076,2025-01-07 06:30:00,video_progress,50.0
STU-00026,ACT-000077,2025-01-13 20:43:00,video_started,0.0
STU-00026,ACT-000077,2025-01-13 20:55:00,video_progress,7.0
STU-00026,ACT-000077,2025-01-13 21:02:00,video_progress,21.0
STU-00026,ACT-000077,2025-01-13 21:08:00,video_progress,48.0
STU-00026,ACT-000077,2025-01-13 21:14:00,video_progress,11.0
STU-00026,ACT-000077,2025-01-13 21:16:00,video_progress,38.0
STU-00026,ACT-000077,2025-01-13 21:18:00,video_progress,47.0
STU-00026,ACT-000077,2025-01-13 21:23:00,video_completed,90.0
STU-00027,ACT-000078,2025-01-07 06:17:00,video_started,0.0
STU-00027,ACT-000078,2025-01-07 06:26:00,video_progress,10.0
STU-00027,ACT-000078,2025-01-07 06:35:00,video_progress,32.0
STU-00027,ACT-000079,2025-01-13 23:35:00,video_started,0.0
STU-00027,ACT-000079,2025-01-13 23:36:00,video_progress,30.0
STU-00027,ACT-000079,2025-01-13 23:41:00,video_progress,47.0
STU-00029,ACT-000082,2025-01-06 21:36:00,video_started,0.0
STU-00029,ACT-000082,2025-01-06 21:38:00,video_progress,17.0
STU-00029,ACT-000082,2025-01-06 21:44:00,video_progress,30.0
STU-00029,ACT-000082,2025-01-06 21:49:00,video_progress,50.0
STU-00029,ACT-000082,2025-01-06 21:53:00,video_progress,60.0
STU-00029,ACT-000082,2025-01-06 22:05:00,video_progress,78.0
STU-00029,ACT-000082,2025-01-06 22:16:00,video_progress,100.0
STU-00029,ACT-000082,2025-01-06 22:24:00,video_completed,100.0
STU-00029,ACT-000083,2025-01-13 21:29:00,video_started,0.0
STU-00029,ACT-000083,2025-01-13 21:39:00,video_progress,5.0
STU-00029,ACT-000083,2025-01-13 21:46:00,video_progress,20.0
STU-00029,ACT-000084,2025-01-13 23:27:00,video_started,0.0
STU-00029,ACT-000084,2025-01-13 23:35:00,video_progress,15.0
STU-00029,ACT-000084,2025-01-13 23:45:00,video_progress,42.0
STU-00029,ACT-000084,2025-01-13 23:49:00,video_progress,57.0
STU-00029,ACT-000084,2025-01-13 23:55:00,video_progress,74.0
STU-00029,ACT-000084,2025-01-14 00:02:00,video_progress,88.0
STU-00029,ACT-000084,2025-01-14 00:07:00,video_progress,100.0
STU-00029,ACT-000084,2025-01-14 00:14:00,video_completed,100.0
STU-00030,ACT-000085,2025-01-07 03:12:00,video_started,0.0
STU-00030,ACT-000085,2025-01-07 03:19:00,video_progress,10.0
STU-00030,ACT-000085,2025-01-07 03:30:00,video_progress,32.0
STU-00030,ACT-000085,2025-01-07 03:38:00,video_progress,0.0
STU-00030,ACT-000085,2025-01-07 03:41:00,video_progress,11.0
STU-00030,ACT-000085,2025-01-07 03:52:00,video_progress,25.0
STU-00030,ACT-000085,2025-01-07 03:57:00,video_progress,32.0
STU-00030,ACT-000085,2025-01-07 04:00:00,video_completed,90.0
